# Time (s), x1 , y1 , z1 , x2 , y2 , z2 , x3 , y3 , z3 , xc , yc , zc 
2.071799999999999997e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.071900000000000119e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.071999999999999886e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072100000000000009e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072200000000000131e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072299999999999898e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072400000000000020e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072500000000000142e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072599999999999909e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072700000000000031e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072800000000000153e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.072899999999999920e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073000000000000043e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073100000000000165e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073199999999999932e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073300000000000054e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073400000000000176e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073499999999999943e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073600000000000065e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073700000000000188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073799999999999955e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.073900000000000077e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074000000000000199e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074099999999999966e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074200000000000088e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074300000000000210e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074399999999999977e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074500000000000099e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074599999999999866e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074699999999999989e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074800000000000111e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.074899999999999878e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075100000000000122e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075199999999999889e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075300000000000011e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075400000000000134e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075499999999999901e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075600000000000023e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075700000000000145e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075799999999999912e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.075900000000000034e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076000000000000156e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076099999999999923e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076200000000000045e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076300000000000168e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076399999999999935e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076500000000000057e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076600000000000179e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076699999999999946e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076800000000000068e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076900000000000190e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.076999999999999957e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077100000000000080e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077200000000000202e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077299999999999969e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077400000000000091e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077500000000000213e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077599999999999980e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077700000000000102e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077799999999999869e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.077899999999999991e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078000000000000114e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078099999999999881e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078200000000000003e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078300000000000125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078399999999999892e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078500000000000014e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078600000000000136e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078699999999999903e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078800000000000026e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078900000000000148e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.078999999999999915e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079100000000000037e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079200000000000159e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079299999999999926e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079400000000000048e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079500000000000171e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079599999999999937e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079700000000000060e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079800000000000182e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.079899999999999949e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080000000000000071e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080100000000000193e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080199999999999960e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080300000000000082e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080400000000000205e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080499999999999972e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080600000000000094e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080700000000000216e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080799999999999983e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080900000000000105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.080999999999999872e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081099999999999994e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081200000000000117e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081299999999999883e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081400000000000006e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081500000000000128e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081599999999999895e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081700000000000017e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081800000000000139e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.081899999999999906e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082000000000000028e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082100000000000151e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082199999999999918e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082300000000000040e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082400000000000162e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082499999999999929e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082600000000000051e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082700000000000173e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082799999999999940e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.082900000000000063e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083000000000000185e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083099999999999952e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083200000000000074e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083300000000000196e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083399999999999963e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083500000000000085e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083600000000000207e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083699999999999974e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083800000000000097e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083900000000000219e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.083999999999999986e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084100000000000108e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084199999999999875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084299999999999997e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084400000000000119e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084499999999999886e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084600000000000009e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084700000000000131e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084799999999999898e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.084900000000000020e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085000000000000142e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085099999999999909e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085200000000000031e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085300000000000153e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085399999999999920e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085500000000000043e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085600000000000165e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085699999999999932e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085800000000000054e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085900000000000176e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.085999999999999943e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086100000000000065e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086200000000000188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086299999999999955e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086400000000000077e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086500000000000199e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086599999999999966e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086700000000000088e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086800000000000210e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.086899999999999977e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087000000000000099e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087099999999999866e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087199999999999989e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087300000000000111e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087399999999999878e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087500000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087600000000000122e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087699999999999889e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087800000000000011e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087900000000000134e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.087999999999999901e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088100000000000023e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088200000000000145e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088299999999999912e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088400000000000034e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088500000000000156e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088599999999999923e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088700000000000045e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088800000000000168e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.088899999999999935e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089000000000000057e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089100000000000179e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089199999999999946e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089300000000000068e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089400000000000190e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089499999999999957e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089600000000000080e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089700000000000202e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089799999999999969e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.089900000000000091e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090000000000000213e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090099999999999980e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090200000000000102e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090299999999999869e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090399999999999991e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090500000000000114e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090599999999999881e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090700000000000003e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090800000000000125e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.090899999999999892e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091000000000000014e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091100000000000136e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091199999999999903e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091300000000000026e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091400000000000148e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091499999999999915e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091600000000000037e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091700000000000159e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091799999999999926e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.091900000000000048e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092000000000000171e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092099999999999937e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092200000000000060e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092300000000000182e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092399999999999949e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092500000000000071e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092600000000000193e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092699999999999960e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092800000000000082e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092900000000000205e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.092999999999999972e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093100000000000094e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093200000000000216e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093299999999999983e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093400000000000105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093499999999999872e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093599999999999994e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093700000000000117e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093799999999999883e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.093900000000000006e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094000000000000128e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094099999999999895e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094200000000000017e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094300000000000139e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094399999999999906e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094500000000000028e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094600000000000151e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094699999999999918e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094800000000000040e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094900000000000162e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.094999999999999929e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095100000000000051e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095200000000000173e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095299999999999940e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095400000000000063e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095500000000000185e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095599999999999952e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095700000000000074e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095800000000000196e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.095899999999999963e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096000000000000085e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096100000000000207e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096199999999999974e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096300000000000097e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096400000000000219e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096499999999999986e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096600000000000108e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096699999999999875e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096799999999999997e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096900000000000119e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.096999999999999886e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097100000000000009e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097200000000000131e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097299999999999898e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097400000000000020e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097500000000000142e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097599999999999909e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097700000000000031e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097800000000000153e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.097899999999999920e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098000000000000043e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098100000000000165e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098199999999999932e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098300000000000054e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098400000000000176e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098499999999999943e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098600000000000065e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098700000000000188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098799999999999955e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.098900000000000077e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099000000000000199e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099099999999999966e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099200000000000088e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099300000000000210e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099399999999999977e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099500000000000099e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099599999999999866e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099699999999999989e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099800000000000111e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099899999999999878e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100100000000000122e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100199999999999889e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100300000000000011e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100400000000000134e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100499999999999901e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100600000000000023e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100700000000000145e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
